rating,text,word_count,food,service,place,cost,count
5 sao,"quán có bếp mở nhưng không bị ám mùi, phục vụ take care khách từ khi bước vào cửa cho đến lúc ra về luôn. đồ ăn ổn giá cũng rất hợp lý có phần nhỏ cho những bạn muốn ăn nhiều món để trải nghiệm.",46,3,2,2,2,8
5 sao,"quán rộng rãi, phục vụ nhanh chóng, phù hợp nhóm bạn, gia đình. đồ ăn khá ổn, giá chấp nhận được",21,3,2,2,2,8
4 sao,"không gian sạch đẹp, đồ ăn khá ngon. bát hủ tiếu 50 vnd",13,2,0,2,3,8
4 sao,"- quán 2 mặt tiền gồm 1 mặt hẻm và 1 mặt đường chính. xe ô tô và xe máy đỗ cửa, không tính phí trông coi. - một phần đầy đủ như hình 35 vnd, phần trẻ em tô nhỏ hơn 30 vnd. quán nhỏ bình dân, bàn ghế thấp và sạch sẽ. ước tính phục vụ tối đa 28 người cùng lúc. - giá hợp lý và phục vụ nhanh, nước lèo nóng vừa phải chứ không phải nóng sôi, khá ngon vừa miệng nhưng tổng thể không có gì đặc biệt.",94,3,2,2,2,8
5 sao,"quán thoáng mát rộng rãi trên sân thượng, mưa là auto không có chỗ trốn nhiều góc decor sống ảo. ăn ngon. đi 15 người chia 500 vndngười. kêu 5tháp bia.",31,2,0,2,3,8
1 sao,"đã đến, không gian đẹp, hơi vintage, thức uống thì không có gì đặc sắc và mức giá cao. điểm mạnh là mở 2424 nhưng wifi cực kì tệ. tốc độ wifi rất chậm.",34,0,0,2,1,8
4 sao,"không gian inside theo kiểu vintage thích cực nhưng phần outside tầng trên do thiếu không gian với cách thiết kế chưa phù hợp lắm nên ngoài này mình thấy khá ngột ngạt. nước thì mình chưa tìm được món tủ. khuyết một chỗ mình ra chủ yếu học bài mà wifi thì nó hơi lag làm nản lắm luôn. còn giữ xe free, nhân viên ổn. nếu có liên kết với momo nữa thì tiện. nói chung vẫn sẽ ghé lại trong tương lai.",85,0,2,1,0,8
1 sao,"bản thân mình cũng làm nghành dịch vụ nên cũng không muốn khách hàng của mình đánh giá xấu về hình ảnh của cửa hàng. nhưng riêng h.nay mình xin phép đánh giá quán 1 ạ. n.viên,nước uống,chú bảo vệ đều ổn. nhưng không hiểu vì lý do gì mà máy lạnh trên lầu mở rất trễ, trong khi quán để hoạt động 24mình là khách ngồi quán thường xuyên,h.nay ngày 1805 - 9h15 mình vào quán và các bạn n.viên yêu cầu mình ngồi ở dưới vì trên lầu ít khách nên chưa mở máy lạnh. khách hàng cần không gian yên tĩnh, mát mẻ ,thoải mái để làm việc và học tập mà lại phải ngồi theo sự sắp xếp của các bạn n.viên của quán thì vô lý quá.",132,0,2,1,0,8
4 sao,"quán ăn bình dân, giá cả trung bình, buổi chiều thoáng mát.",12,2,0,2,3,8
1 sao,"mình dễ tính nên thấy nhân viên ổn, còn giữ xe thì như giang hồ",15,0,2,1,0,8
4 sao,"mình đến đây với gia đình nhỏ, gọi món tưởng phần vừa ai ngờ đâu quá trời luôn, ăn muốn thở không nổi. giá ổn áp, đồ ăn nhiều nè, nhân viên dễ thương. ở đây có dịch vụ nhận đặt bàn sinh nhật hay tiệc và trang trí free nhé mọi người. quán có lâu nên ai muốn thoáng hơn có thể lên trên nhé. mình thấy không gian quán rất thoáng và thoải mái, vị đồ ăn cũng ổn",81,3,2,2,2,8
4 sao,"quán khá ổn cho việc riêng tư, giá không hề rẻ tuy nhiên cũng đúng vì vị trí và phục vụ khá tốt.",23,0,2,2,1,9
4 sao,"quán có không gian trên sân thượng thoáng rộng, nhân viên chuyên nghiệp, thực đơn đa dạng, giá tuy hơi cao nhưng dịch vụ tốt, loa nghe ổn.",28,0,2,2,1,9
5 sao,"nhà hàng rộng, đẹp, nhân viên đông, phục vụ nhanh, giá nằm ở phân khúc trung cao cấp",18,0,2,2,1,9
2 sao,"mình ăn kuay tiew pi thai, theo cảm nhận cá nhân món ăn bình thường, chất lượng so với giá mình thấy không ổn lắm. nhân viên có 2 việc thấy không ổn nhân viên order món xong thì đi thẳng trong khi mình chưa kịp gọi nước, trong khi cửa hàng không đông. trong lúc dùng món, hai bạn nhân viên trong bếp nhìn mình và bạn chỉ trỏ rồi cười với nhau mình cảm thấy rất khó chịu. mình sẽ không quay lại",85,3,1,0,1,9
5 sao,"đồ ăn ở tiệm hầu hết là ngon nhưng riêng khẩu vị của gia đình mình hôm đó thì cá chẽm không được tươi cho lắm nhưng cũng ở mức chấp nhận được , nhân viên đến bảo vệ chu đáo nhiệt tình cần gì là mang ra liền , giá tuỳ món ăn nhưng nói chung là ở mức chấp nhận được , mọi người có dịp thì ghé trãi nghiệm nhé",73,2,2,0,3,9
2 sao,"4 người hết 1t4 cũng tạm. ăn không nhìu cũng không ngon không có một nét đặc trưng gì xứng đáng. vịt quay da giòn thì thịt bở mềm nhũn, ai rành vịt đều chê, bánh dimsum vỏ thì hấp quá nên gắp đũa bị tách ra vỏ đường nhân đường. các món có tại menu nếu ai rành đồ hoa lượn khu q5 q11 ăn quán dân tr châu, q đông ăn sẽ ngon hơn. lại đây chủ yếu trang trọng hơn xíu đẹp hơn để đi hẹn nhau gặp khách gặp gdinh. bán không gian chứ không có gì dbiet. môi trường vậy mà còn ra trả thêm 5 vnd gửi xe thì thôi không đáng quay lại. à thời gian ra món khá lâu nhé, lâu mang tính để hài lòng tập thể nên ra nhỏ giọt chứ không ra theo thứ tự khách trước làm trước, ra đều từng món dù có khách ngồi lâu kêu nhìu, khách kêu ít.",164,1,1,2,1,9
5 sao,"ngon, giá ổn, đông nhưng phục vụ ra món nhanh, nên đặt bàn trc",14,2,2,0,3,9
1 sao,"đồ ăn thì cũng tạm, thấy không bằng lúc trước. mà mình ăn thì nói chung cũng vẫn thấy ổn hơn chỗ khác. chỉ có 1 điều khiến mình vô cùng khó chịu bởi thái độ phục vụ của 2 bạn nam trên lầu. đặc biệt là thái độ của bạn tên huy mặc áo đen ốm ốm. mình gọi bạn đến để oder thêm món thì bạn lườm nguýt từ xa rồi tiến lại gần với vẻ mặt quạo quọ như kiểu không muốn phục vụ. gọi món và thêm chén nước mắm chấm thì ăn gần hết nồi lẩu vẫn chưa mang lên, bực quá mình tính tiền bỏ món luôn để đi về. mình muốn nhấn mạnh ở đây là cách phục vụ của quán càng ngày càng tệ, như kiểu khách đông nên không cần khách vậy á. với giá thành này mình sẽ ưu tiên những quán khác có thái độ phục vụ tốt hơn và không bao giờ dắt bạn bè mình quay lại đây ăn nữa. vô cùng thất vọng",177,3,1,0,1,9
4 sao,không gian tuyệt vời. giá cao nhưng phụ vụ chuyên nghiệp tốt,12,0,2,2,1,9
5 sao,"chuỗi quán hủ tiếu thái này giờ có cũng nhiều chi nhánh ở sài gòn với menu đa dang lựa chọn và giá cả ở mức trung bình nếu quá quen với hủ tiếu việt nam lâu lâu đổi vị qua mấy quán hủ tiếu thái cũng khá ổn nước dùng đậm đà khá gần với vị thái truyền thống, món ra cũng nhanh",64,2,2,0,3,9
5 sao,"đồ ăn ngon, đậm đà, đã đến 2 lần, phục vụ ổn.",12,2,3,0,0,9
5 sao,"nước ngọt thanh, bò siêu nhiều. chao chấm rất vừa miệng. quán đông nên phục vụ hơi châm nhưng nhiệt tình",21,2,3,0,0,9
3 sao,"đồ ăn bình thường không tươi ngon, bia ken bạc 27 vnd 1 lon, dịch vụ cũng không tốt lắm nhân viên khuôn mặt không thiện cảm nói chung quán được cái rộng rãi chỗ để xe thoải mái, mặt tiền lớn nhưng bài trí khá rối cà bừa bộn, nên lâu lâu chỉnh trang lại xíu và đào tạo lại nhân viên, toàn người nhậu xỉn vô nên cách cư xử với người xỉn cần tinh tế khéo léo hơn. món ăn nên có kiểm tra về chất lượng tươi ngon",92,1,1,2,1,9
3 sao,"quán nhậu tụ tập cuối tuần hoặc liên hoan nhóm, đồ ăn nấu bình thường, giá khá cao, phục vụ hơi kém",22,3,1,0,1,9
4 sao,"ăn cũng được, giá cả phải chăng",7,3,0,0,2,9
5 sao,đồ ăn ngon phục vụ ổn,6,2,3,0,0,9
5 sao,"đồ ăn ngon, phục vụ ổn",6,2,3,0,0,9
1 sao,"đồ ăn thì cũng tạm nhưng giá cao, không tương xứng với cách phụ vụ. nói chung ăn chỗ khác rẻ mà nhân viên phục vụ chu đáo hơn",29,3,1,0,1,9
2 sao,"đi hôm 284, thái độ nhân viên cực kém, khách vào oder trả tiền đàng hoàng tưởng đâu đi ăn xin, nói chuyện cọc cằn với khách. chưa kể nước pha dở, trà sữa như sữa pha với nước lã, không có tí vị trà nào. không xứng đáng với giá tiền. thứ vớt lại chắc là không gian quán, rộng rãi thoáng mát có ổ cắm.",67,1,1,2,1,9
1 sao,đồ ăn tạm được mà thái độ nhân viên đúng khó chịu luôn á gì mà đã hỏi thì phải đến 3-4 người đang nói thì bỏ đi kêu ngkh đến rồi nói thì phải lặp đi lặp lại ? thái độ cứ vậy hoài cho mình nhé mình thích lắm - đồ ăn tạm được nhma phần bên dưới hình là 210 dành cho 2 người nhìn chán thật sự rau thì ít nch nhìn nó như nồi mì á đồ ăn không đặc sắc mà cách nch thì càng tệ mong quán cứ giữ y thái độ như vậy nhé,102,3,1,0,1,9
4 sao,"đang sửa bờ kè nên cũng không rộng rãi lắm đồ ăn thì ổn , giá cũng hợp lí",19,2,0,3,2,9
1 sao,"đồ ăn tạm được. nhưng kiểu phục vụ quá tệ. giá cũng không phải rẻ nhé. nhân viên kiểu sân si ghê. 1 mình kêu rau rừng gia lai xào. thì mình có thắc mắc xíu. ý là không biết rau rừng đó có tên không. mình hỏi nhân viên thì nhân viên bảo là rau rừng thì tên là rau rừng chớ rau gì anh, ví dụ xuống bếp nhiều cái chén, chớ đâu biết đó là chén gì. 2 mình đi 4 người có xin chén nước chấm ớt xanh, đem ra đúng 1 chén, mình có bảo là em ơi, cho anh xin chén nữa, bé nhân viên bảo là không được anh ơi, tại cái này ở dưới bếp là sao ta 3 lúc tính tiền là 1tr306 mình đưa 1tr5. khi thối tiền lại. mình chưa kịp xem. thì nhân viên bảo mình là đếm kỹ nhé anh. rồi lặp lại thêm 1 lần nữa, đếm kỹ nhé anh. ủa. zay là sao ? thực đơn 1tr3 gồm: - mực ống như hình - khay siêu thịt cái tên là vậy - cơm xanh - rau rừng gia lai xào - 6 lon tiger nâu - 3 lon tiger bạc cách phục vụ quá tệ.",210,3,1,0,1,9
5 sao,"giá đồ ăn khá cao, được cái không gian sạch sẽ, phục vụ tốt",14,0,2,2,1,9
5 sao,"đồ ăn ổn, có khuyến mãi đi t2 tới t5 ramen có 99 vnd mọi người nên đi thử ramen nhiều ăn no nhé ae",25,3,0,0,2,9
5 sao,"quán view đẹp, thoáng mát nhiều góc để sống ảo, check in. giá cả hơi cao nhưng được cái phục vụ ổn. có dịp sẽ quay lại ủng hộ quán.",30,0,2,2,1,9
3 sao,"- quán nằm ngay mặt tiền đường. - quán decor nổi bật với tông vàng chủ đạo. - giá bán với menu rõ ràng. giá hơi cao vì so chất lượng thì bình thường. - nước chấm không ngon. và bò ăn rất dai. - nhân viên đông 3-4 người, nhưng phục vụ lại ngơ ngác.",56,1,1,2,1,9
5 sao,"quán ở gần đường ray xe lửa nên được nhìn thấy xe lửa chạy rất dui. đồ ăn ngon, rẻ, lên món nhanh. món nướng được nướng trên 1 miếng ngói nhỏ nên nướng lâu và cực, quán ngồi hơi nóng và ồn.",43,2,0,3,2,9
3 sao,"đồ ăn vừa phải , giá không quá cao",9,3,0,0,2,9
5 sao,"gà ngon, giá cả hợp lí, không gian vừa đủ.",10,2,0,3,2,9
4 sao,quán ăn đông vui. mấy bạn nữ phục vụ xinh. giá cả cao hơn các quán khác,17,0,2,2,1,9
4 sao,"quán view đẹp, nhân viên nhanh chóng nhiệt tình. giá thì cao hơn chỗ khác tí xíu nhưng phục vụ rất ổn",22,0,2,2,1,9
5 sao,"món ngon phục vụ ổn nhé mọi người, món ngon có tôm lửa hồng với thân bò đốt lửa á mọi người có đến quán dùng thử nhé",28,2,3,0,0,9
5 sao,"quán náo nhiệt,đồ ăn ngon,giá ổn.",6,2,0,3,2,9
5 sao,"quán năm trên mặt tiền, dễ tìm. đông khách ngày cuối tuần. không gian quán rộng, có 1 trệt 2 lầu, lầu 1 khá đông, lầu 2 chuyên dành cho sự kiện. trang trí quán khá đẹp, ngay mùa giáng sinh nên cũng có không khí. thức uống ngon với tầm giá ổn.",53,2,0,3,2,9
1 sao,đồ ăn quá lâu món ăn so với giá thì hơi cao hương vị cũng bình thường nói chung là chỉ ghé 1 lần.,24,3,1,0,1,9
5 sao,"cô chủ quán và các bạn phục vụ rất dễ thương. đồ ăn đa dạng thích nhất sườn mỡ, mềm lắm. có canh kêu thêm khổ qua dồn thịt, canh cải chua, canh xà lách xoong, canh soup. giá cả tầm trung. thời gian mở cửa: sáng đến tầm 1-2h chiều",51,2,2,0,3,9
4 sao,"đồ ăn bình thường, khẩu phần đầy đặn, giá ổn",10,3,0,0,2,9
5 sao,"đồ ăn ngon, giá cả hợp lý, không gian bình thường",11,2,0,3,2,9
4 sao,"món ăn cũng bình thường, không có gì đặc biệt. giá không hề rẻ. phục vụ chán so với mức giá.",21,3,1,0,1,9
4 sao,"lẩu bò có nhiều phần theo số lượng người. quán khá đông, nên đi sớm và trong tuần. nếu lúc quán đông thì chạy thẳng cuối hẻm để gửi xe. nêm nếm khá đậm đà, không bị say bột ngọt. món bò viên có lúc hơi dai quá. set lẩu có thịt, xương và rau, đồ ăn khá nhiều và no, sốt chấm ngon. quán có bánh phở, ăn kèm rất ngon. phục vụ nhanh chóng. giá cả trung bình, sẽ quay lại.",83,2,2,0,3,9
5 sao,"lẩu bò ngon xuất sắc luôn nhé mọi người quán lúc nào cũng đông, nhưng phục vụ nhanh lắm nhé giá không phải quá rẻ, nhưng mình thấy xứng đáng lắm. thịt bò nạm miếng nào cũng dày, mềm vừa ăn, bò viên siêu ngon. mọi người nên ăn thử nhé!",51,2,2,0,3,9
1 sao,"ưu điểm: không gian rộng rãi thoáng mát nhược điểm: - đồ ăn không tốt so với giá tiền - lên món rất lâu - nhân viên phục vụ không tốtlàm đổ đồ ăn lên người mình - thái độ phục vụ cũng không tốt còn nói dối khi tính tiền đã lên thiếu món nhưng bảo do nhóm mình bảo chưa lên nên đã không đem lên. khi nhóm mình tính tiền thì món không lên những vẫn tính trong bill, nhân viên còn bảo đã có sẵn rồi nhưng khi mình bảo gói về thì mới ra nói lại là chưa có và phải trừ tiền ra trải nghiệm không hề tốt từ món ăn tới phục vụmình không bik những chi nhánh khác như thế nào nhưng có thể sẽ không bao giờ quay lại ba gác",140,1,1,2,1,9
5 sao,đồ ăn rất ngon có điều phải chờ món hoi lâu phục vụ dễ thương . nhưng bù lại hay được tặng thêm đồ,24,2,3,0,0,9
3 sao,"cơm canh theo kiểu món ăn gia đình, có nhiều món để lựa chọn. nhà hàng dành cho những người nước ngoài hoặc việt kiều muốn trải nghiệm bữa cơm gia đình việt nam. giá đồ ăn rất đắt, một phần trứng chiên thịt như trong hình là 140 vnd ăn cũng bình thường không ngon bằng ở nhà làm, phần rau mướp xào tỏi có giá 130 vnd ăn cũng tạm không có gì đặc biệt, sườn non kho tiêu thì kho đậm vị, tính ra món này chất lượng nhất: 140 vnd có 6 miếng thịt. canh dưa cải sườn non 140 vnd, món này gây thất vọng, đầu bếp làm hơi dở, nhạt nhẽo và không thơm ngon như mẹ mình hay làm ở nhà. một nồi cơm trắng 90 vnd, gọi thêm 1 nồi nữa thì lại đưa ra nồi 120 vnd, ăn được nửa nồi thì hết đồ ăn và no quá không ăn hết cơm được, phải bỏ lại cơm thừa. tính ra một bữa ăn mà cơm trắng thôi đã là 210 vnd chưa bao giờ thấy từng hạt cơm nó giá trị đến thế 3 người ăn bữa cơm hết gần 900 vnd, nhưng nếu 4 người mà ăn chừng đó thức ăn thì bị thiếu, vì đồ ăn mỗi món bưng ra đều ít ít. nhà hàng có máy lạnh mát mẻ, không gian ấm cúng kiểu bữa cơm gia đình. toalet cũng được lắp máy lạnh mát lịm, sạch sẽ, có nhiều gương cao, full tường rất ấn tượng. điểm trừ: giá quá đắt. nhân viên thì đông nhưng đón tiếp khách không vui vẻ niềm nở, thân thiện lắm.",280,1,1,2,1,9
2 sao,đi để trải nghiệm không gian kiến trúc thì ổn. chứ tìm kiếm đồ ăn việt ngon thì tới đây bị phí í. so giá việt thì khá đắt so với chất lượng. đợi món 40p . đông người nước ngoài tới nên take care khách cũng không kĩ.,49,1,1,2,1,9
4 sao,"nếu bạn đang ngán ăn thịt cá, muốn đổi gió với bữa lẩu nhiều rau nấm thì có thể cân nhắc trải nghiệm thử. nước lẩu mình thường chọn là vị chao và thảo mộc, nên thử thảo mộc nhé do hợp ăn rau nấm lắm. quầy rau, nấm ở đây khá đa dạng trên 10 loại rau, có cả rau đắng, được refill liên tục. ngoài ra còn có tàu hũ ky, đậu hũ chiên, khoai môn chiên, bún, mì, miến cho bạn lựa chọn. chỉ với 99 vnd1người là bạn có thể ăn no nhưng nếu muốn ăn thêm topping thịtcáhải sản thì có thể gọi món thêm tính tiền riêng hoặc chọn giá vé 138 vnd1người để sử dụng full quầy line nước, kem, trái cây nhé. mình đi trưa thứ 7, trước 12h, không phải ngày chay nên không quá đông khách.",146,2,0,3,2,9
5 sao,nhân viên nhiệt tình dễ thương đồ ăn thì ngon hợp giá tiền sinh viên nên thử ăn nhé mọi người,21,2,2,0,3,9
5 sao,"quán bình dân. đồ ăn ngon, rẻ . phù hợp ngồi bạn bè",13,2,0,3,2,9
4 sao,"đồ ăn bình thường kg có gì đặc sắc được cái nhiều càng cua hơn , giá bình dân 40-50 vnd tô",22,3,0,0,2,9
4 sao,"bánh canh cua ăn ở mức tạm được, không nhiều cua, cua cũng nhỏ và ít. 1 tô có 1 con tôm, 1 trứng cút và thịt heo, ít cua và nhiều quẩy. quẩy dai. mình không thích quẩy nói chung nên không biết vầy có bình thường không nêm nếm vừa ăn, nước dùng đặc, bánh canh nhiều. giá cả: 50 vndtô với mình là ổn không quá mắc",70,3,0,0,2,9
5 sao,"đồ ăn ngon, phục vụ xinh xắn tuy nhiên lên món hơi lâu",13,2,3,0,0,9
5 sao,"đồ ăn refill liên tục nên không sợ hết đồ ăn, nhưng có thể do lúc quán đông nên không được chu đáo, cái này mình có thể thông cảm được. đồ ăn tươi, đa dạng",36,2,3,0,0,9
3 sao,nhà hàng rộng rãi . không gian thoáng mai . món ăn thì không ngon . giá cao . lên món rất lâu,23,1,1,2,1,9
4 sao,"đồ ăn ổn, giá cả phải chăng 6 người với tổng bill 800 vnd",14,3,0,0,2,9
1 sao,"bình thường! rất bình thường và còn mắc nhé mọi người. gọi order xin menu thì không có, người nhận ord thì cộc lốc kêu chỉ có lẩu bò và bò viên. mình hỏi có gì gọi thêm bỏ vô lẩu ngoài bò viên không thì bảo không! lát hồi thấy bàn kế bên gọi tàu hủ ki? ủa là sao má? rau cũng không có gì ngoài bắp cải, rau má và hành. thiệt sự giá này là mắc so với cái lẩu mình nhận được. kèm cả thái độ của ông cầm ipad ord thì quán này xứng đáng với 1 sao nhé",105,3,1,0,1,9
3 sao,"món ăn cũng bình thường,không có gì đặc biệt,giá cả bình dân.",12,3,0,0,2,9
2 sao,quán bình dân phở ngon,5,2,0,3,2,9
5 sao,"đồ ăn ngon, nhân viên ổn",6,2,3,0,0,9
4 sao,"không gian tốt, thoáng đãng và sạch sẽ. phục vụ chậm. đồ ăn ít so với giá cao.",18,1,1,2,1,9
5 sao,đồ ăn hải sản tươi sống. giá có tăng thêm nhưng đổi lại chất lượng đồ ăn ngon . các bạn nhân viên phục vụ nhiệt tình. recomend mọi người tới ăn,32,2,2,0,3,9
5 sao,"đồ ăn ngon , giá tăng so với trước nhưng mà có thêm nhiều món , cua ghẹ chắc thịt phục vụ nhanh nhẹn nhiệt tình dễ thương nữa",29,2,2,0,3,9
5 sao,"có lầu, ổ điện, có nước lọc chăm thêm, wifi ổn, không cho ngồi qua đêm, toilet sạch đẹp, ngồi lâu hơi lạnh nên mang theo áo khoác, giá nước từ 40 vnd, nhạc không to lắm, nhân viên-giữ xe nhiệt tình, vui vẻ.",44,0,2,2,1,9
2 sao,"món ăn tạm được,ổn trong tầm giá.",7,3,0,0,2,9
5 sao,"đồ ăn ngon, dịch vụ ổn, không gian yên tĩnh",10,2,3,2,0,10
4 sao,"không gian tuy nhỏ nhưng đẹp, ấm cúng, phục vụ hơi chậm, đồ ăn khá ngon, giá cả hợp lý.",20,2,1,2,2,10
3 sao,"xem review nên ghé thử. lặn lội đường xa chạy qa nhưng trải nghiệm thì hơi thất vọng. lên món rất lâu, có bé nhỏ sợ bé đói mà đồ ăn lên lâu. do đông hay sao mà mang phần ốc ra nhìn bày hày, phải tém tém cho gọn chút chụp cho đỡ kì. vị ăn cũng được, nhưng chất lượng ốc bị chết nhìu, không biết do xui hay sao,nhân viên phục vụ ổn, không gian ổn, bàn ghế trên lầu thì bụi nhìu.",86,3,1,2,0,10
3 sao,"tôi đi buổi tối, quán thoáng và rộng. lên món hơi chậm và rời rạc. ốc tỏi sốt tiêu ngon, hào cũng khá. giá cũng bình dân chứ không mắc",30,2,1,2,2,10
4 sao,"trăng non rooftop nằm ở một vị trí khá dễ tìm, có không gian thoáng mát, thích hợp cho nhóm bạn tụ họp, nhâm nhi ly bia, trò chuyện rôm rả. dàn nhạc sống ở đây cũng khá ấn tượng, tạo cảm giác thư thái. nhân viên nhiệt tình, dễ gần, tuy đôi khi hơi bận rộn nên chờ món có thể hơi lâu một chút. đồ uống ngon, nhưng lựa chọn chưa quá đa dạng. đánh giá tổng thể thì thấy ổn, sẽ ghé lại nếu có dịp.",89,3,1,2,0,10
5 sao,"5 người kêu cái lẩu 320, topping có nạm, gân, đuôi và đậu hủ trắng, 4 vắt mì, kèm cải thảo hành lá và rau má. nước lẩu ngon, hợp vị của mình. không gian quán thoáng mát, đặc biệt khu trên lầu món bò viên chiên ăn khá ngon món ăn 45 nhân viên 45 không gian 55",59,2,3,2,0,10
5 sao,"mỗi lần thèm gà nướng là mình lại ghé việt hương hoặc anh tư mua vài con về cho cả nhà ăn. làm tiệc tại nhà cũng hay chọn gà ở đây vì ngon rẻ nhanh tiện. gà được ướp rất đậm đà, thơm, quay trong lu đất nên thịt mềm, không bị khô. nước chấm là điểm cộng lớn, được làm theo công thức riêng, vị như pha giữa tương ớt và xí muội, chua ngọt mặn cay rất bắt vị. ăn kèm có bánh mì và su hào ngâm chua giòn ngon. quán còn bán thêm bánh mì và cơm lam để ăn chung với gà. ngoài gà nướng là món chủ đạo, quán còn có menu khá phong phú với các món cơm, lẩu, món xào, phù hợp cho khách ngồi ăn tại chỗ. không gian rộng rãi, có cả trên lầu nên đôi khi mình và nhóm bạn cũng chọn đây để họp mặt, lai rai cuối tuần. phục vụ nhanh, gà mua mang về hay ăn tại chỗ đều được chuẩn bị và lên món rất lẹ. tuy nhiên, một vài bạn nhân viên trẻ chưa thật sự thân thiện, đây là điểm trừ nhẹ. quán bán từ sáng đến tối, giá gà hiện tại khoảng 200 vndcon. nhìn chung là địa chỉ quen thuộc mỗi khi thèm gà nướng.",225,2,1,2,2,10
4 sao,"đến đây được 2 lần. về chất lượng thức ăn thì cũng gần như những chỗ dooki khác, đều khá ngon, không có gì để phàn nàn. không gian không quá lớn nhưng sạch sẽ và trang trí khá bắt mắt, nhưng lúc đông người cũng có chút cảm giác ngột ngạt. thấy nhiều bạn phàn nàn về cung cách phục vụ của nhân viên. mình không có ý bào chữa nhưng có lẽ do lúc đông khách, nhiều việc bận rộn và áp lực hơn nên không thể phục vụ được chu đáo như lúc vắng khách. tóm lại nếu có dịp mình sẽ ghé lại thưởng thức nữa. been here twice. about food quality, its almost as good as of other dooki restaurants within the chain: quite delicious and theres nothing to complain. not too spacious but clean and quite eye-catching decorations. however, during rush hour its a little bit stuffy since the place is too crowded. therere some complaints about employees attitude. i dont mean to make an excuse but imo, the service during rush hour cannot be as good as when therere only a few customers since the staffs have to carry more work and burden. anyway, ill be back again to enjoy once i have a chance to pass by.",215,2,3,2,0,10
4 sao,"gà công nghiệp nên thịt bỡ, mềm. nước chấm chỉ 2 loại muối ớt tắt với sốt giống chinsu. nhà hàng rộng rãi thoải mái. -1 cho sự vô lý. order thêm bánh bao thì nói là bánh bao chỉ bán kèm với phần gà. - tạm được",48,3,1,2,0,10
2 sao,"đồ ăn ổn , đa dạng món, không gian rộng rãi. lần 1 mh đi thì ổn, tuy nhiên lần 2 mình đi quán không đông lắm, nhưng đồ ăn lên quá lâu. gọi 6 món, nhưng 1h30p chỉ mới ra được 2 món, 30p ra 1 món và đợi 30p mới ra món 2, và đợi gần 30p vẫn chưa ra thêm món nhưng bàn bên ra món liên tục. hỏi phục thì báo đông nên bếp lâu. quán mới mở mà phục vụ như vầy thì mất khách.",90,3,1,2,0,10
4 sao,"quán rộng rãi thoáng mát, ngồi nhậu buổi trưa lý tưởng, sát boè sông nên cũng khá mát. đồ ăn thì đa dạng, nấu cũng ổn, giá cả cũng không mắt lắm. đồ ăn có nhiều món cũng lạ. có điểm cần góp ya là nhân viên phục vụ không thân thiện, vui vẻ lắm. phục vụ mà mặt lúc nào cũng xụ xụ, hầm hầm",66,2,1,2,2,10
4 sao,"nhà hàng gần công viên gia định nên thoáng mát, đồ ăn ngon, phục vụ tạm được. đồ ăn lên nhanh.",21,2,3,2,0,10
2 sao,"hình như quán thiếu nhân viên, mấy bạn không để ý bàn. đồ ăn tạm , không khí mát mẻ ổn, hơi thiếu đèn",24,3,1,2,0,10
5 sao,"đồ ăn ngon, giá hợp lí, lên món hơi chậm, không gian ổn.",13,2,1,2,2,10
3 sao,"để ăn thì gọi là ăn được. nhưng để gọi là ngon thì chưa tới. vệ sinh thì bình thường, ăn xong có người dọn bàn nhưng để gọi sạch sẽ thì chưa. order món thì nhanh đợi món là 1 quá trình hơn 30p món vẫn chưa ra dù nước bò có sẵn. quán đông đúc, trang trí theo lối cổ xưa thời bao cấp, nhì sơ xài nhưng lại đẹp. gió thoáng mát.",75,3,1,2,0,10
3 sao,"nếu chấm theo thang điểm 10 thì cảm xúc của mình dành cho trăng non sẽ chỉ khoảng 5 điểm. -thứ nhất : đồ uống rất ổn, giá cả hợp lý. nói chung về đồ uống thì 810 -thứ hai : view cũng được , nói chung tùy góc ngồi sẽ có view đẹp hay view chưa đẹp. 710 -thứ ba : nhân viên nhẹ nhàng, lịch sự, thân thiện , 910 -thứ tư : không có miếng lót li, thực sự đây là điểm trừ rất lớn của các bạn vì quán không gian khá đẹp, ấm áp. chúng tớ đến để ngồi ngắm cảnh, trò chuyện mà nước cứ chảy ướt hết bàn thì thực sự rất khó chịu. 010 -thứ 5 : mình không rõ là tại sao cứ 5 10p là lại có nhân viên đi hỏi số bàn? thật sự rất giận bởi vì chúng mình không thể tập trung nói chuyện với nhau được. mỗi khi có bạn nhân viên đến gần là mình lại ôi lại đi xem số bàn nữa đây. mong quán sẽ có cách làm việc tốt hơn về vấn đề này. 010 đó là cảm nhận của mình lần đầu đến đây. mình sẽ quay lại với những người bạn mới và mong là chúng mình có miếng lót li và không phải tạm dừng câu chuyện sau mỗi 10p để trả lời câu hỏi :anh chị ơi cho em hỏi mình số bàn bao nhiêu ạ? please!",249,2,1,2,2,10
